lon,lat,pga
-76.54089628,3.350158496,0.3219975513204283
-76.5447625,3.350644261,0.3908888709527946
-76.52807865,3.346549516,0.3782059516261649
-76.52986033,3.356627335,0.4104919332395309
-76.52791777,3.351601131,0.2877971336256145
-76.53695948,3.359381589,0.2582167940035055
-76.53186688,3.357215666,0.3125143860107801
-76.53359358,3.358809652,0.3535094524173499
-76.53623366,3.360646342,0.4257959265250012
-76.54101536,3.356775668,0.4493944027382085
-76.54250938,3.355253032,0.35757865801611527
-76.53311662,3.352947214,0.2518389959876393
-76.54269425,3.353216984,0.33948019508262467
-76.54169775,3.341862125,0.26241932058281525
-76.53558166,3.341928921,0.44447062057591447
-76.53691189,3.353697188,0.2502591301076621
-76.53856634,3.34599949,0.29095924359910047
-76.54002309,3.35269191,0.43758970501839667
-76.54181451,3.340562482,0.3332729218876696
-76.54116008,3.340542827,0.3861912464998789
-76.54144139,3.347618601,0.37128232212632767
-76.53316651,3.34031448,0.37540801938104773
-76.53377436,3.363899064,0.3259362363044156
-76.53905308,3.362678635,0.26403485536260385
-76.54535137,3.3559022780000003,0.32239753816501737
-76.5431207,3.3410799210000004,0.3633261079509206
-76.54586651,3.352757775,0.31433265198718835
-76.50708757,3.486345242,0.298409768088312
-76.56333455,3.414080026,0.26939321160618857
-76.53716364,3.457680025,0.30589560827201207
-76.55880589,3.412665613,0.32844463318037354
-76.53819157,3.455463683,0.2749355203440169
-76.53796528,3.455679822,0.44669427314310395
-76.53884272,3.4533877,0.30945867696591345
-76.54303507,3.450330484,0.2900684777104207
-76.56330990000002,3.413303247,0.44241611419683047
-76.54175178,3.44998768,0.34151856678947673
-76.56306046,3.409302826,0.3150884993651666
-76.53632157,3.458305489,0.41953180396915035
-76.56942085,3.453564371,0.277009568602142
-76.54472493,3.449613165,0.3559440197944978
-76.53509942,3.443837743,0.32228806834933227
-76.53789894,3.447259323,0.36187243610391506
-76.56171987,3.45370079,0.4258230035251407
-76.5397422,3.44386924,0.3172696552806651
-76.57403502,3.454699231,0.282853934013647
-76.53990639,3.436710184,0.36496894433033944
-76.54063011,3.444819384,0.39978764479103635
-76.54240952,3.439143933,0.30411224401216497
-76.5619985,3.451595539,0.4156505655670909
-76.57802612,3.454718207,0.29537260889684586
-76.54054847,3.4436166810000004,0.2819289789113329
-76.56501261,3.454420839,0.44825233796137637
-76.5602969,3.454564697,0.40639284679111376
-76.53851896,3.4426929530000003,0.28173404820311343
-76.56828446,3.4518966210000004,0.2739564376107718
-76.54365228,3.43949469,0.2760961436974409
-76.54591753,3.4396598010000003,0.3206102565888748
-76.53868506,3.44474574,0.2876517277883761
-76.56148625,3.4535564410000004,0.30802912935767957
-76.53951971,3.442881879,0.3946740148682347
-76.54394253,3.441290543,0.41875922958163897
-76.53953379,3.448614794,0.4034984996710881
-76.56758894,3.454532373,0.39055540151081747
-76.54551747,3.448581064,0.25038060741695645
-76.57336316,3.453597864,0.2896524811010387
-76.54489688,3.439161375,0.31913419312646296
-76.56299585,3.454390157,0.3734862415643016
-76.54094972,3.436794774,0.36541301769358836
-76.56298254,3.450906703,0.3418369486865663
-76.54682466,3.441567725,0.38264214680318176
-76.57876613,3.454084408,0.4337443083078244
-76.55955779,3.45408754,0.3275238602518768
-76.5425123,3.4385546010000003,0.33793770042806365
-76.53829492,3.448197167,0.33264175854513367
-76.53989413,3.44269818,0.36074274892519054
-76.53968995,3.440307205,0.37353404866587786
-76.53994959999999,3.447472352,0.33080269360972353
-76.53971201,3.4465790710000004,0.3872860961844202
-76.54493181,3.43892759,0.39028987035532037
-76.53994544,3.4440561730000003,0.44677416883363436
-76.57690194,3.454947046,0.281383353899341
-76.56533344,3.453430033,0.32405537240071053
-76.55620803,3.454699774,0.28536044351295325
-76.56343793,3.454923715,0.2965409285083137
-76.54479559,3.443571121,0.38281208696775204
-76.53916644,3.44351525,0.3306175774342145
-76.56441749,3.454429684,0.3136413301238157
-76.53887841,3.449268721,0.4049935020675359
-76.58244476,3.456737346,0.2919978269527156
-76.58245744,3.457049033,0.38671718138180833
-76.540221,3.4394907439999995,0.2631475591438883
-76.56279229,3.454508788,0.43477279107955524
-76.54286841,3.449093271,0.3152433732822801
-76.55904743,3.453711573,0.42987279059975037
-76.57209538,3.4526441,0.2943899665672754
-76.54468509,3.443794739,0.44436808082492935
-76.56412602,3.453958392,0.4188583106921626
-76.5850285,3.459618377,0.3394437425264679
-76.54223890000002,3.444078962,0.2771402798262934
-76.54926946,3.445357534,0.3684024361532556
-76.54212764,3.448711114,0.2962370129338465
-76.54947572,3.444909738,0.4316485775547215
-76.5595416,3.452723645,0.2747810987625434
-76.56143169,3.453318365,0.363459032601833
-76.53897061,3.4402748830000003,0.2736687930994136
-76.5461686,3.438880862,0.3486215880707344
-76.56529257,3.454698519,0.4101422744755483
-76.53857215,3.4420630780000003,0.4005391218839136
-76.53607229,3.442765483,0.4346559222470159
-76.56006386,3.453928276,0.3124649699732386
-76.54155759,3.4392265230000003,0.26463365970922464
-76.56284670000002,3.453590933,0.36456365234416344
-76.54631015,3.442932698,0.2692065596015042
-76.53960338,3.442466602,0.40009687706527913
-76.53782609999998,3.444764462,0.3783536927623603
-76.54201547,3.441878317,0.43391406255936005
-76.56251266,3.4546205530000003,0.3008939943173637
-76.55330491,3.45389504,0.2551617256965971
-76.54081307,3.443794307,0.34729697355470995
-76.54999537,3.447150831,0.34794343237254866
-76.56122927,3.450641747,0.327067984739543
-76.55683847,3.455244659,0.38955278506866203
-76.58269259,3.4568174,0.3519638515763788
-76.57517827,3.4541345480000003,0.2686221815682245
-76.53906761,3.438704804,0.3756831491319731
-76.56122046,3.452428411,0.3298105168175618
-76.54004643,3.446170274,0.2829942165463168
-76.56350676,3.454631983,0.27623106885212534
-76.55678452,3.449805793,0.2870996884119915
-76.54106055,3.4423056360000004,0.42996205319852315
-76.54850087,3.449680948,0.43654069179694294
-76.55218519,3.454282039,0.2929451388965358
-76.54606690000001,3.44966202,0.368237822905792
-76.54284636,3.435235759,0.40028558940871145
-76.56641201,3.454139795,0.39020411166514773
-76.54550523,3.442784328,0.433214374686691
-76.56269513,3.454776255,0.35940753667191006
-76.57684816,3.455358317,0.39333354831624906
-76.5373172,3.441303904,0.3300867977165964
-76.55505418,3.443672378,0.3533249296674432
-76.54174214,3.44012191,0.2929124634450235
-76.53861409999998,3.445767072,0.30710966925934297
-76.57449238,3.455117688,0.4262338106395778
