rup_mag,dist_rrup,site_vs30,site_xvf,result_type,damping,pga,0.1,0.2,0.5,1.0,2.0,5.0
6.5,120.0,600.0,30.0,MEAN,5,6.35806656e-03,1.17977519e-02,1.42247588e-02,1.35014498e-02,1.00384924e-02,4.00970096e-03,8.44922911e-04
6.5,150.0,600.0,-0.0,MEAN,5,3.78610378e-03,6.96037820e-03,8.54600967e-03,8.72868314e-03,6.96815679e-03,2.90209999e-03,6.13971013e-04
6.5,250.0,600.0,-100.0,MEAN,5,3.92334410e-04,5.00673677e-04,7.30551408e-04,1.61958708e-03,2.70538648e-03,1.57934037e-03,3.27197164e-04
6.5,300.0,600.0,-150.0,MEAN,5,1.76058745e-04,2.10345096e-04,3.20536758e-04,8.55028599e-04,1.68915761e-03,1.05960147e-03,2.14823931e-04
6.5,30.0,900.0,120.0,MEAN,5,5.57220579e-02,1.17143872e-01,1.20360659e-01,6.98381406e-02,3.58715234e-02,1.21410358e-02,2.46356711e-03
6.5,50.0,900.0,100.0,MEAN,5,2.71695633e-02,5.55426387e-02,5.82965320e-02,3.85162064e-02,2.19790866e-02,7.92332741e-03,1.68243380e-03
6.5,80.0,900.0,70.0,MEAN,5,1.22219100e-02,2.43205172e-02,2.62083721e-02,1.98094989e-02,1.26766126e-02,4.89266900e-03,1.07711789e-03
6.5,120.0,900.0,30.0,MEAN,5,5.37299233e-03,1.04658121e-02,1.16075780e-02,9.95951070e-03,7.14986297e-03,2.95373053e-03,6.63539370e-04
6.5,150.0,900.0,-0.0,MEAN,5,3.19725583e-03,6.16661447e-03,6.96864873e-03,6.43882061e-03,4.96303273e-03,2.13782061e-03,4.82166993e-04
6.5,250.0,900.0,-100.0,MEAN,5,3.31006470e-04,4.42821256e-04,5.95147206e-04,1.19470835e-03,1.92689718e-03,1.16341491e-03,2.56956223e-04
6.5,300.0,900.0,-150.0,MEAN,5,1.48529207e-04,1.86019663e-04,2.61111024e-04,6.30722376e-04,1.20309355e-03,7.80551276e-04,1.68706676e-04
7.5,30.0,300.0,120.0,MEAN,5,2.27709909e-01,3.55043487e-01,4.91607227e-01,4.90759763e-01,3.33355083e-01,1.28586624e-01,2.82988833e-02
7.5,50.0,300.0,100.0,MEAN,5,1.34175033e-01,2.18067181e-01,3.01759336e-01,3.12909609e-01,2.26476141e-01,9.03069576e-02,2.05638121e-02
7.5,80.0,300.0,70.0,MEAN,5,6.96441231e-02,1.15794805e-01,1.61458273e-01,1.79803149e-01,1.41953553e-01,5.94297890e-02,1.39224198e-02
7.5,120.0,300.0,30.0,MEAN,5,3.37222386e-02,5.64652737e-02,8.00821774e-02,9.76907695e-02,8.51952963e-02,3.77676681e-02,8.98647907e-03
7.5,150.0,300.0,-0.0,MEAN,5,2.09656865e-02,3.51206609e-02,5.05257132e-02,6.55127338e-02,6.09928648e-02,2.80812709e-02,6.69574909e-03
7.5,250.0,300.0,-100.0,MEAN,5,2.36232537e-03,2.78714855e-03,4.73641147e-03,1.30840813e-02,2.52676004e-02,1.62091866e-02,3.77321896e-03
7.5,300.0,300.0,-150.0,MEAN,5,1.08536092e-03,1.20038974e-03,2.12920662e-03,7.06214646e-03,1.61101162e-02,1.10964484e-02,2.52612163e-03
7.5,30.0,600.0,120.0,MEAN,5,2.02271999e-01,3.80234988e-01,4.56183490e-01,3.35507289e-01,1.99192629e-01,7.70196107e-02,1.87221371e-02
7.5,50.0,600.0,100.0,MEAN,5,1.10990879e-01,2.08694772e-01,2.49346317e-01,2.01279072e-01,1.31521385e-01,5.38556721e-02,1.36047244e-02
7.5,80.0,600.0,70.0,MEAN,5,5.48595321e-02,1.02350634e-01,1.23395777e-01,1.11206647e-01,8.09447812e-02,3.53428364e-02,9.21087416e-03
7.5,120.0,600.0,30.0,MEAN,5,2.58557920e-02,4.77283764e-02,5.86551734e-02,5.91761412e-02,4.81137473e-02,2.24272853e-02,5.94532623e-03
7.5,150.0,600.0,-0.0,MEAN,5,1.59224326e-02,2.92174472e-02,3.64586768e-02,3.93991070e-02,3.43307992e-02,1.66667812e-02,4.42981198e-03
7.5,250.0,600.0,-100.0,MEAN,5,1.76939689e-03,2.26535399e-03,3.34472654e-03,7.78769430e-03,1.41544363e-02,9.61343611e-03,2.49630778e-03
7.5,300.0,600.0,-150.0,MEAN,5,8.12171922e-04,9.74101014e-04,1.50137329e-03,4.20046157e-03,9.02165691e-03,6.58081773e-03,1.67124600e-03
7.5,30.0,900.0,120.0,MEAN,5,1.79836471e-01,3.69388114e-01,3.92176620e-01,2.47491083e-01,1.41873894e-01,5.67361950e-02,1.47029686e-02
7.5,50.0,900.0,100.0,MEAN,5,9.64432088e-02,1.94682447e-01,2.09346515e-01,1.48475987e-01,9.36754092e-02,3.96725702e-02,1.06841348e-02
7.5,80.0,900.0,70.0,MEAN,5,4.69719253e-02,9.29849280e-02,1.02047998e-01,8.20329528e-02,5.76524913e-02,2.60351622e-02,7.23353286e-03
7.5,120.0,900.0,30.0,MEAN,5,2.19662985e-02,4.27520990e-02,4.81230327e-02,4.36520093e-02,3.42687614e-02,1.65209720e-02,4.66901533e-03
7.5,150.0,900.0,-0.0,MEAN,5,1.34907396e-02,2.60427971e-02,2.98299757e-02,2.90632365e-02,2.44519297e-02,1.22775192e-02,3.47884359e-03
7.5,250.0,900.0,-100.0,MEAN,5,1.49337776e-03,2.00498154e-03,2.72584596e-03,5.74468861e-03,1.00814222e-02,7.08170011e-03,1.96041375e-03
7.5,300.0,900.0,-150.0,MEAN,5,6.85295958e-04,8.61726359e-04,1.22324444e-03,3.09852221e-03,6.42562731e-03,4.84773364e-03,1.31247183e-03
8.5,30.0,300.0,120.0,MEAN,5,4.34249492e-01,5.79851072e-01,8.43619615e-01,9.89076021e-01,7.27204184e-01,3.07480665e-01,7.46110308e-02
8.5,50.0,300.0,100.0,MEAN,5,2.94535352e-01,4.22184738e-01,6.14547338e-01,7.12622662e-01,5.41083785e-01,2.31090979e-01,5.73859882e-02
8.5,80.0,300.0,70.0,MEAN,5,1.75749143e-01,2.68460504e-01,3.90324228e-01,4.58993023e-01,3.68950916e-01,1.61895107e-01,4.09841372e-02
8.5,120.0,300.0,30.0,MEAN,5,9.50961288e-02,1.51586508e-01,2.21476072e-01,2.72497451e-01,2.36826141e-01,1.08372998e-01,2.76902709e-02
8.5,150.0,300.0,-0.0,MEAN,5,6.23668771e-02,1.01085675e-01,1.48848144e-01,1.90756822e-01,1.75388569e-01,8.28251190e-02,2.11492982e-02
8.5,250.0,300.0,-100.0,MEAN,5,7.81139988e-03,9.18402150e-03,1.57698823e-02,4.15448100e-02,7.80132835e-02,5.07805267e-02,1.25995736e-02
8.5,300.0,300.0,-150.0,MEAN,5,3.68463928e-03,4.07195222e-03,7.28880753e-03,2.29643124e-02,5.08356829e-02,3.54819573e-02,8.60124380e-03
8.5,30.0,600.0,120.0,MEAN,5,4.49147171e-01,7.80334620e-01,1.01259831e+00,7.83259469e-01,4.65958848e-01,1.86149246e-01,4.93615925e-02
8.5,50.0,600.0,100.0,MEAN,5,2.75178638e-01,4.88570767e-01,6.20178311e-01,5.10153666e-01,3.30423799e-01,1.38877656e-01,3.79657503e-02
8.5,80.0,600.0,70.0,MEAN,5,1.50059830e-01,2.70223039e-01,3.39482511e-01,3.03179551e-01,2.16932118e-01,9.67312929e-02,2.71145199e-02
8.5,120.0,600.0,30.0,MEAN,5,7.63639096e-02,1.38273063e-01,1.74515812e-01,1.71118363e-01,1.35999833e-01,6.45189427e-02,1.83194878e-02
8.5,150.0,600.0,-0.0,MEAN,5,4.88583682e-02,8.85459612e-02,1.12776026e-01,1.17477842e-01,9.98118601e-02,4.92410707e-02,1.39920736e-02
8.5,250.0,600.0,-100.0,MEAN,5,5.87452944e-03,7.51571560e-03,1.12066775e-02,2.48021927e-02,4.37623713e-02,3.01236058e-02,8.33569797e-03
8.5,300.0,600.0,-150.0,MEAN,5,2.76253031e-03,3.31510612e-03,5.15502986e-03,1.36784140e-02,2.84867827e-02,2.10449232e-02,5.69046007e-03
8.5,30.0,900.0,120.0,MEAN,5,4.22185775e-01,8.33988849e-01,9.22776489e-01,5.77780993e-01,3.31876719e-01,1.37126114e-01,3.87649093e-02
8.5,50.0,900.0,100.0,MEAN,5,2.48949507e-01,4.89224262e-01,5.42894782e-01,3.76321135e-01,2.35342599e-01,1.02303682e-01,2.98154657e-02
8.5,80.0,900.0,70.0,MEAN,5,1.31697860e-01,2.56588741e-01,2.87964683e-01,2.23644130e-01,1.54508751e-01,7.12567285e-02,2.12937195e-02
8.5,120.0,900.0,30.0,MEAN,5,6.57582396e-02,1.26918052e-01,1.45168551e-01,1.26227568e-01,9.68651601e-02,4.75276268e-02,1.43867579e-02
8.5,150.0,900.0,-0.0,MEAN,5,4.17665775e-02,8.02105537e-02,9.31127955e-02,8.66589768e-02,7.10904682e-02,3.62732421e-02,1.09883300e-02
8.5,250.0,900.0,-100.0,MEAN,5,4.96371327e-03,6.66559417e-03,9.14355402e-03,1.82956429e-02,3.11695169e-02,2.21904364e-02,6.54623482e-03
8.5,300.0,900.0,-150.0,MEAN,5,2.33222216e-03,2.93554224e-03,4.20235087e-03,1.00900506e-02,2.02895600e-02,1.55026603e-02,4.46886248e-03
